gene_product	metabolite	aa_count
b3398	ser__L_c	55
b3398	pro__L_c	41
b3398	gln__L_c	34
b3398	glu__L_c	38
b3398	asn__L_c	31
b3398	his__L_c	16
b3398	val__L_c	38
b3398	ile__L_c	42
b3398	cys__L_c	8
b3398	tyr__L_c	19
b3398	phe__L_c	23
b3398	asp__L_c	36
b3398	arg__L_c	40
b3398	trp__L_c	18
b3398	gly_c	39
b3398	leu__L_c	94
b3398	met__L_c	15
b3398	thr__L_c	43
b3398	ala__L_c	60
b0366	lys__L_c	10
b0366	ser__L_c	13
b0366	pro__L_c	10
b0366	gln__L_c	18
b0366	glu__L_c	20
b0366	asn__L_c	7
b0366	his__L_c	4
b0366	val__L_c	16
b0366	ile__L_c	13
b0366	cys__L_c	1
b0366	tyr__L_c	5
b0366	phe__L_c	11
b0366	asp__L_c	8
b0366	arg__L_c	17
b0366	trp__L_c	3
b0366	gly_c	25
b0366	leu__L_c	39
b0366	met__L_c	6
b0366	thr__L_c	8
b0366	ala__L_c	21
b1109	lys__L_c	25
b1109	ser__L_c	20
b1109	pro__L_c	17
b1109	gln__L_c	14
b1109	glu__L_c	23
b1109	asn__L_c	23
b1109	his__L_c	17
b1109	val__L_c	27
b1109	ile__L_c	26
b1109	cys__L_c	4
b1109	tyr__L_c	12
b1109	phe__L_c	11
b1109	asp__L_c	18
b1109	arg__L_c	22
b1109	trp__L_c	2
b1109	gly_c	42
b1109	leu__L_c	51
b1109	met__L_c	15
b1109	thr__L_c	26
b1109	ala__L_c	39
b3869	lys__L_c	7
b3869	ser__L_c	20
b3869	pro__L_c	22
b3869	gln__L_c	23
b3869	glu__L_c	22
b3869	asn__L_c	14
b3869	his__L_c	10
b3869	val__L_c	18
b3869	ile__L_c	24
b3869	cys__L_c	0
b3869	tyr__L_c	7
b3869	phe__L_c	7
b3869	asp__L_c	20
b3869	arg__L_c	24
b3869	trp__L_c	1
b3869	gly_c	26
b3869	leu__L_c	53
b3869	met__L_c	8
b3869	thr__L_c	17
b3869	ala__L_c	26
b3034	lys__L_c	6
b3034	ser__L_c	12
b3034	pro__L_c	7
b3034	gln__L_c	7
b3034	glu__L_c	24
b3034	asn__L_c	6
b3034	his__L_c	7
b3034	val__L_c	19
b3034	ile__L_c	14
b3034	cys__L_c	0
b3034	tyr__L_c	4
b3034	phe__L_c	8
b3034	asp__L_c	11
b3034	arg__L_c	16
b3034	trp__L_c	4
b3034	gly_c	13
b3034	leu__L_c	19
b3034	met__L_c	5
b3034	thr__L_c	8
b3034	ala__L_c	19
b0270	lys__L_c	15
b0270	ser__L_c	30
b0270	pro__L_c	15
b0270	gln__L_c	13
b0270	glu__L_c	11
b0270	asn__L_c	6
b0270	his__L_c	6
b0270	val__L_c	44
b0270	ile__L_c	28
b0270	cys__L_c	10
b0270	tyr__L_c	21
b0270	phe__L_c	32
b0270	asp__L_c	17
b0270	arg__L_c	19
b0270	trp__L_c	7
b0270	gly_c	36
b0270	leu__L_c	60
b0270	met__L_c	15
b0270	thr__L_c	32
b0270	ala__L_c	43
b2455	lys__L_c	21
b2455	ser__L_c	19
b2455	pro__L_c	20
b2455	gln__L_c	20
b2455	glu__L_c	27
b2455	asn__L_c	22
b2455	his__L_c	9
b2455	val__L_c	53
b2455	ile__L_c	27
b2455	cys__L_c	5
b2455	tyr__L_c	0
b2455	phe__L_c	11
b2455	asp__L_c	20
b2455	arg__L_c	22
b2455	trp__L_c	3
b2455	gly_c	36
b2455	leu__L_c	39
b2455	met__L_c	13
b2455	thr__L_c	30
b2455	ala__L_c	70
b0208	lys__L_c	14
b0208	ser__L_c	30
b0208	pro__L_c	13
b0208	gln__L_c	8
b0208	glu__L_c	26
b0208	asn__L_c	8
b0208	his__L_c	4
b0208	val__L_c	21
b0208	ile__L_c	20
b0208	cys__L_c	3
b0208	tyr__L_c	9
b0208	phe__L_c	10
b0208	asp__L_c	12
b0208	arg__L_c	24
b0208	trp__L_c	1
b0208	gly_c	16
b0208	leu__L_c	33
b0208	met__L_c	8
b0208	thr__L_c	17
b0208	ala__L_c	27
b2725	lys__L_c	8
b2725	ser__L_c	9
b2725	pro__L_c	3
b2725	gln__L_c	10
b2725	glu__L_c	11
b2725	asn__L_c	6
b2725	his__L_c	7
b2725	val__L_c	10
b2725	ile__L_c	13
b2725	cys__L_c	3
b2725	tyr__L_c	8
b2725	phe__L_c	4
b2725	asp__L_c	10
b2725	arg__L_c	8
b2725	trp__L_c	2
b2725	gly_c	7
b2725	leu__L_c	13
b2725	met__L_c	3
b2725	thr__L_c	6
b2725	ala__L_c	12
b2511	lys__L_c	27
b2511	ser__L_c	24
b2511	pro__L_c	22
b2511	gln__L_c	13
b2511	glu__L_c	40
b2511	asn__L_c	17
b2511	his__L_c	9
b2511	val__L_c	44
b2511	ile__L_c	29
b2511	cys__L_c	1
b2511	tyr__L_c	14
b2511	phe__L_c	17
b2511	asp__L_c	36
b2511	arg__L_c	39
b2511	trp__L_c	3
b2511	gly_c	38
b2511	leu__L_c	45
b2511	met__L_c	15
b2511	thr__L_c	24
b2511	ala__L_c	33
b2319	lys__L_c	9
b2319	ser__L_c	21
b2319	pro__L_c	15
b2319	gln__L_c	18
b2319	glu__L_c	30
b2319	asn__L_c	12
b2319	his__L_c	2
b2319	val__L_c	33
b2319	ile__L_c	15
b2319	cys__L_c	2
b2319	tyr__L_c	6
b2319	phe__L_c	16
b2319	asp__L_c	18
b2319	arg__L_c	15
b2319	trp__L_c	4
b2319	gly_c	27
b2319	leu__L_c	35
b2319	met__L_c	6
b2319	thr__L_c	12
b2319	ala__L_c	41
b2802	lys__L_c	25
b2802	ser__L_c	35
b2802	pro__L_c	23
b2802	gln__L_c	21
b2802	glu__L_c	40
b2802	asn__L_c	24
b2802	his__L_c	16
b2802	val__L_c	35
b2802	ile__L_c	34
b2802	cys__L_c	12
b2802	tyr__L_c	17
b2802	phe__L_c	17
b2802	asp__L_c	32
b2802	arg__L_c	32
b2802	trp__L_c	14
b2802	gly_c	53
b2802	leu__L_c	41
b2802	met__L_c	23
b2802	thr__L_c	33
b2802	ala__L_c	64
b0246	lys__L_c	2
b0246	ser__L_c	6
b0246	pro__L_c	4
b0246	gln__L_c	4
b0246	glu__L_c	7
b0246	asn__L_c	3
b0246	his__L_c	6
b0246	val__L_c	3
b0246	ile__L_c	6
b0246	cys__L_c	4
b0246	tyr__L_c	5
b0246	phe__L_c	3
b0246	asp__L_c	5
b0246	arg__L_c	8
b0246	trp__L_c	0
b0246	gly_c	7
b0246	leu__L_c	13
b0246	met__L_c	3
b0246	thr__L_c	10
b0246	ala__L_c	6
b2039	lys__L_c	18
b2039	ser__L_c	15
b2039	pro__L_c	15
b2039	gln__L_c	14
b2039	glu__L_c	18
b2039	asn__L_c	13
b2039	his__L_c	3
b2039	val__L_c	17
b2039	ile__L_c	22
b2039	cys__L_c	2
b2039	tyr__L_c	16
b2039	phe__L_c	10
b2039	asp__L_c	17
b2039	arg__L_c	12
b2039	trp__L_c	2
b2039	gly_c	26
b2039	leu__L_c	30
b2039	met__L_c	10
b2039	thr__L_c	13
b2039	ala__L_c	20
b0837	lys__L_c	20
b0837	ser__L_c	22
b0837	pro__L_c	22
b0837	gln__L_c	17
b0837	glu__L_c	15
b0837	asn__L_c	16
b0837	his__L_c	7
b0837	val__L_c	24
b0837	ile__L_c	17
b0837	cys__L_c	1
b0837	tyr__L_c	10
b0837	phe__L_c	15
b0837	asp__L_c	28
b0837	arg__L_c	20
b0837	trp__L_c	12
b0837	gly_c	42
b0837	leu__L_c	37
b0837	met__L_c	7
b0837	thr__L_c	14
b0837	ala__L_c	25
b0916	lys__L_c	17
b0916	ser__L_c	18
b0916	pro__L_c	21
b0916	gln__L_c	22
b0916	glu__L_c	26
b0916	asn__L_c	8
b0916	his__L_c	16
b0916	val__L_c	18
b0916	ile__L_c	20
b0916	cys__L_c	5
b0916	tyr__L_c	11
b0916	phe__L_c	13
b0916	asp__L_c	24
b0916	arg__L_c	37
b0916	trp__L_c	15
b0916	gly_c	21
b0916	leu__L_c	51
b0916	met__L_c	12
b0916	thr__L_c	17
b0916	ala__L_c	38
b0375	lys__L_c	10
b0375	ser__L_c	12
b0375	pro__L_c	5
b0375	gln__L_c	10
b0375	glu__L_c	16
b0375	asn__L_c	14
b0375	his__L_c	3
b0375	val__L_c	13
b0375	ile__L_c	19
b0375	cys__L_c	2
b0375	tyr__L_c	9
b0375	phe__L_c	6
b0375	asp__L_c	8
b0375	arg__L_c	15
b0375	trp__L_c	4
b0375	gly_c	13
b0375	leu__L_c	24
b0375	met__L_c	6
b0375	thr__L_c	8
b0375	ala__L_c	10
b4528	lys__L_c	4
b4528	ser__L_c	5
b4528	pro__L_c	11
b4528	gln__L_c	4
b4528	glu__L_c	0
b4528	asn__L_c	2
b4528	his__L_c	0
b4528	val__L_c	6
b4528	ile__L_c	3
b4528	cys__L_c	3
b4528	tyr__L_c	0
b4528	phe__L_c	0
b4528	asp__L_c	2
b4528	arg__L_c	1
b4528	trp__L_c	3
b4528	gly_c	3
b4528	leu__L_c	5
b4528	met__L_c	6
b4528	thr__L_c	2
b4528	ala__L_c	1
b3439	lys__L_c	8
b3439	ser__L_c	16
b3439	pro__L_c	9
b3439	gln__L_c	13
b3439	glu__L_c	17
b3439	asn__L_c	10
b3439	his__L_c	11
b3439	val__L_c	16
b3439	ile__L_c	15
b3439	cys__L_c	0
b3439	tyr__L_c	8
b3439	phe__L_c	8
b3439	asp__L_c	16
b3439	arg__L_c	12
b3439	trp__L_c	6
b3439	gly_c	17
b3439	leu__L_c	17
b3439	met__L_c	7
b3439	thr__L_c	9
b3439	ala__L_c	16
b1479	lys__L_c	24
b1479	ser__L_c	29
b1479	pro__L_c	29
b1479	gln__L_c	32
b1479	glu__L_c	37
b1479	asn__L_c	30
b1479	his__L_c	6
b1479	val__L_c	40
b1479	ile__L_c	43
b1479	cys__L_c	6
b1479	tyr__L_c	18
b1479	phe__L_c	22
b1479	asp__L_c	31
b1479	arg__L_c	31
b1479	trp__L_c	7
b1479	gly_c	41
b1479	leu__L_c	52
b1479	met__L_c	17
b1479	thr__L_c	29
b1479	ala__L_c	41
b4303	lys__L_c	12
b4303	ser__L_c	13
b4303	pro__L_c	9
b4303	gln__L_c	7
b4303	glu__L_c	13
b4303	asn__L_c	12
b4303	his__L_c	6
b4303	val__L_c	27
b4303	ile__L_c	16
b4303	cys__L_c	5
b4303	tyr__L_c	3
b4303	phe__L_c	14
b4303	asp__L_c	18
b4303	arg__L_c	13
b4303	trp__L_c	5
b4303	gly_c	19
b4303	leu__L_c	20
b4303	met__L_c	9
b4303	thr__L_c	19
b4303	ala__L_c	28
b1409	lys__L_c	10
b1409	ser__L_c	16
b1409	pro__L_c	13
b1409	gln__L_c	4
b1409	glu__L_c	7
b1409	asn__L_c	6
b1409	his__L_c	4
b1409	val__L_c	17
b1409	ile__L_c	28
b1409	cys__L_c	7
b1409	tyr__L_c	7
b1409	phe__L_c	21
b1409	asp__L_c	7
b1409	arg__L_c	12
b1409	trp__L_c	10
b1409	gly_c	29
b1409	leu__L_c	55
b1409	met__L_c	8
b1409	thr__L_c	18
b1409	ala__L_c	19
b2284	lys__L_c	25
b2284	ser__L_c	19
b2284	pro__L_c	25
b2284	gln__L_c	10
b2284	glu__L_c	38
b2284	asn__L_c	20
b2284	his__L_c	7
b2284	val__L_c	16
b2284	ile__L_c	22
b2284	cys__L_c	9
b2284	tyr__L_c	11
b2284	phe__L_c	19
b2284	asp__L_c	17
b2284	arg__L_c	28
b2284	trp__L_c	10
b2284	gly_c	48
b2284	leu__L_c	48
b2284	met__L_c	12
b2284	thr__L_c	23
b2284	ala__L_c	38
b1312	lys__L_c	8
b1312	ser__L_c	21
b1312	pro__L_c	12
b1312	gln__L_c	4
b1312	glu__L_c	7
b1312	asn__L_c	8
b1312	his__L_c	2
b1312	val__L_c	24
b1312	ile__L_c	24
b1312	cys__L_c	2
b1312	tyr__L_c	12
b1312	phe__L_c	25
b1312	asp__L_c	8
b1312	arg__L_c	10
b1312	trp__L_c	3
b1312	gly_c	16
b1312	leu__L_c	35
b1312	met__L_c	16
b1312	thr__L_c	20
b1312	ala__L_c	23
b0907	lys__L_c	20
b0907	ser__L_c	20
b0907	pro__L_c	15
b0907	gln__L_c	11
b0907	glu__L_c	19
b0907	asn__L_c	20
b0907	his__L_c	6
b0907	val__L_c	28
b0907	ile__L_c	19
b0907	cys__L_c	4
b0907	tyr__L_c	13
b0907	phe__L_c	18
b0907	asp__L_c	25
b0907	arg__L_c	16
b0907	trp__L_c	5
b0907	gly_c	29
b0907	leu__L_c	30
b0907	met__L_c	11
b0907	thr__L_c	12
b0907	ala__L_c	41
b0490	lys__L_c	11
b0490	ser__L_c	14
b0490	pro__L_c	11
b0490	gln__L_c	13
b0490	glu__L_c	16
b0490	asn__L_c	14
b0490	his__L_c	5
b0490	val__L_c	11
b0490	ile__L_c	18
b0490	cys__L_c	2
b0490	tyr__L_c	6
b0490	phe__L_c	9
b0490	asp__L_c	12
b0490	arg__L_c	10
b0490	trp__L_c	2
b0490	gly_c	12
b0490	leu__L_c	29
b0490	met__L_c	4
b0490	thr__L_c	12
b0490	ala__L_c	14
b2759	lys__L_c	5
b2759	ser__L_c	6
b2759	pro__L_c	6
b2759	gln__L_c	12
b2759	glu__L_c	9
b2759	asn__L_c	7
b2759	his__L_c	3
b2759	val__L_c	7
b2759	ile__L_c	8
b2759	cys__L_c	2
b2759	tyr__L_c	2
b2759	phe__L_c	5
b2759	asp__L_c	10
b2759	arg__L_c	19
b2759	trp__L_c	5
b2759	gly_c	7
b2759	leu__L_c	19
b2759	met__L_c	6
b2759	thr__L_c	7
b2759	ala__L_c	15
b1485	lys__L_c	6
b1485	ser__L_c	20
b1485	pro__L_c	14
b1485	gln__L_c	12
b1485	glu__L_c	4
b1485	asn__L_c	8
b1485	his__L_c	4
b1485	val__L_c	22
b1485	ile__L_c	23
b1485	cys__L_c	2
b1485	tyr__L_c	5
b1485	phe__L_c	11
b1485	asp__L_c	11
b1485	arg__L_c	15
b1485	trp__L_c	8
b1485	gly_c	27
b1485	leu__L_c	42
b1485	met__L_c	14
b1485	thr__L_c	12
b1485	ala__L_c	38
b2669	lys__L_c	11
b2669	ser__L_c	7
b2669	pro__L_c	6
b2669	gln__L_c	8
b2669	glu__L_c	17
b2669	asn__L_c	5
b2669	his__L_c	0
b2669	val__L_c	5
b2669	ile__L_c	6
b2669	cys__L_c	0
b2669	tyr__L_c	1
b2669	phe__L_c	4
b2669	asp__L_c	5
b2669	arg__L_c	12
b2669	trp__L_c	2
b2669	gly_c	7
b2669	leu__L_c	13
b2669	met__L_c	5
b2669	thr__L_c	8
b2669	ala__L_c	12
b3055	lys__L_c	14
b3055	ser__L_c	13
b3055	pro__L_c	7
b3055	gln__L_c	13
b3055	glu__L_c	11
b3055	asn__L_c	12
b3055	his__L_c	3
b3055	val__L_c	16
b3055	ile__L_c	8
b3055	cys__L_c	0
b3055	tyr__L_c	4
b3055	phe__L_c	1
b3055	asp__L_c	12
b3055	arg__L_c	12
b3055	trp__L_c	5
b3055	gly_c	13
b3055	leu__L_c	28
b3055	met__L_c	5
b3055	thr__L_c	16
b3055	ala__L_c	13
b2938	lys__L_c	18
b2938	ser__L_c	41
b2938	pro__L_c	28
b2938	gln__L_c	36
b2938	glu__L_c	54
b2938	asn__L_c	23
b2938	his__L_c	21
b2938	val__L_c	47
b2938	ile__L_c	33
b2938	cys__L_c	8
b2938	tyr__L_c	25
b2938	phe__L_c	20
b2938	asp__L_c	43
b2938	arg__L_c	37
b2938	trp__L_c	9
b2938	gly_c	51
b2938	leu__L_c	67
b2938	met__L_c	24
b2938	thr__L_c	24
b2938	ala__L_c	49
b1026	lys__L_c	13
b1026	ser__L_c	22
b1026	pro__L_c	8
b1026	gln__L_c	16
b1026	glu__L_c	13
b1026	asn__L_c	10
b1026	his__L_c	9
b1026	val__L_c	17
b1026	ile__L_c	11
b1026	cys__L_c	11
b1026	tyr__L_c	13
b1026	phe__L_c	12
b1026	asp__L_c	11
b1026	arg__L_c	32
b1026	trp__L_c	9
b1026	gly_c	16
b1026	leu__L_c	21
b1026	met__L_c	7
b1026	thr__L_c	11
b1026	ala__L_c	26
b1887	lys__L_c	5
b1887	ser__L_c	9
b1887	pro__L_c	5
b1887	gln__L_c	6
b1887	glu__L_c	12
b1887	asn__L_c	8
b1887	his__L_c	0
b1887	val__L_c	22
b1887	ile__L_c	13
b1887	cys__L_c	0
b1887	tyr__L_c	4
b1887	phe__L_c	5
b1887	asp__L_c	11
b1887	arg__L_c	7
b1887	trp__L_c	0
b1887	gly_c	13
b1887	leu__L_c	20
b1887	met__L_c	4
b1887	thr__L_c	12
b1887	ala__L_c	11
b3733	lys__L_c	23
b3733	ser__L_c	21
b3733	pro__L_c	9
b3733	gln__L_c	14
b3733	glu__L_c	15
b3733	asn__L_c	12
b3733	his__L_c	4
b3733	val__L_c	25
b3733	ile__L_c	13
b3733	cys__L_c	2
b3733	tyr__L_c	11
b3733	phe__L_c	4
b3733	asp__L_c	17
b3733	arg__L_c	13
b3733	trp__L_c	2
b3733	gly_c	20
b3733	leu__L_c	29
b3733	met__L_c	13
b3733	thr__L_c	13
b3733	ala__L_c	27
b0923	lys__L_c	7
b0923	ser__L_c	16
b0923	pro__L_c	10
b0923	gln__L_c	10
b0923	glu__L_c	24
b0923	asn__L_c	11
b0923	his__L_c	4
b0923	val__L_c	11
b0923	ile__L_c	9
b0923	cys__L_c	1
b0923	tyr__L_c	7
b0923	phe__L_c	11
b0923	asp__L_c	16
b0923	arg__L_c	21
b0923	trp__L_c	1
b0923	gly_c	12
b0923	leu__L_c	32
b0923	met__L_c	8
b0923	thr__L_c	8
b0923	ala__L_c	15
b2395	lys__L_c	25
b2395	ser__L_c	41
b2395	pro__L_c	26
b2395	gln__L_c	37
b2395	glu__L_c	31
b2395	asn__L_c	28
b2395	his__L_c	17
b2395	val__L_c	43
b2395	ile__L_c	51
b2395	cys__L_c	15
b2395	tyr__L_c	26
b2395	phe__L_c	45
b2395	asp__L_c	26
b2395	arg__L_c	39
b2395	trp__L_c	16
b2395	gly_c	41
b2395	leu__L_c	118
b2395	met__L_c	20
b2395	thr__L_c	38
b2395	ala__L_c	46
b2542	lys__L_c	11
b2542	ser__L_c	16
b2542	pro__L_c	19
b2542	gln__L_c	25
b2542	glu__L_c	25
b2542	asn__L_c	20
b2542	his__L_c	9
b2542	val__L_c	22
b2542	ile__L_c	27
b2542	cys__L_c	6
b2542	tyr__L_c	4
b2542	phe__L_c	9
b2542	asp__L_c	20
b2542	arg__L_c	26
b2542	trp__L_c	10
b2542	gly_c	32
b2542	leu__L_c	49
b2542	met__L_c	6
b2542	thr__L_c	20
b2542	ala__L_c	44
b3307	lys__L_c	11
b3307	ser__L_c	8
b3307	pro__L_c	4
b3307	gln__L_c	4
b3307	glu__L_c	5
b3307	asn__L_c	3
b3307	his__L_c	1
b3307	val__L_c	5
b3307	ile__L_c	4
b3307	cys__L_c	1
b3307	tyr__L_c	1
b3307	phe__L_c	3
b3307	asp__L_c	5
b3307	arg__L_c	14
b3307	trp__L_c	2
b3307	gly_c	5
b3307	leu__L_c	8
b3307	met__L_c	3
b3307	thr__L_c	2
b3307	ala__L_c	12
b0980	lys__L_c	15
b0980	ser__L_c	28
b0980	pro__L_c	32
b0980	gln__L_c	30
b0980	glu__L_c	21
b0980	asn__L_c	16
b0980	his__L_c	8
b0980	val__L_c	24
b0980	ile__L_c	17
b0980	cys__L_c	8
b0980	tyr__L_c	4
b0980	phe__L_c	13
b0980	asp__L_c	19
b0980	arg__L_c	22
b0980	trp__L_c	8
b0980	gly_c	29
b0980	leu__L_c	58
b0980	met__L_c	6
b0980	thr__L_c	34
b0980	ala__L_c	40
b4496	lys__L_c	7
b4496	ser__L_c	5
b4496	pro__L_c	3
b4496	gln__L_c	4
b4496	glu__L_c	6
b4496	asn__L_c	13
b4496	his__L_c	1
b4496	val__L_c	10
b4496	ile__L_c	3
b4496	cys__L_c	0
b4496	tyr__L_c	10
b4496	phe__L_c	11
b4496	asp__L_c	13
b4496	arg__L_c	6
b4496	trp__L_c	2
b4496	gly_c	26
b4496	leu__L_c	10
b4496	met__L_c	5
b4496	thr__L_c	8
b4496	ala__L_c	18
b4097	lys__L_c	6
b4097	ser__L_c	15
b4097	pro__L_c	11
b4097	gln__L_c	14
b4097	glu__L_c	13
b4097	asn__L_c	9
b4097	his__L_c	9
b4097	val__L_c	24
b4097	ile__L_c	9
b4097	cys__L_c	0
b4097	tyr__L_c	5
b4097	phe__L_c	4
b4097	asp__L_c	15
b4097	arg__L_c	19
b4097	trp__L_c	3
b4097	gly_c	23
b4097	leu__L_c	38
b4097	met__L_c	6
b4097	thr__L_c	14
b4097	ala__L_c	15
b1313	lys__L_c	16
b1313	ser__L_c	17
b1313	pro__L_c	18
b1313	gln__L_c	11
b1313	glu__L_c	20
b1313	asn__L_c	16
b1313	his__L_c	5
b1313	val__L_c	33
b1313	ile__L_c	23
b1313	cys__L_c	8
b1313	tyr__L_c	12
b1313	phe__L_c	17
b1313	asp__L_c	22
b1313	arg__L_c	20
b1313	trp__L_c	4
b1313	gly_c	32
b1313	leu__L_c	18
b1313	met__L_c	8
b1313	thr__L_c	13
b1313	ala__L_c	37
b1725	lys__L_c	4
b1725	ser__L_c	15
b1725	pro__L_c	20
b1725	gln__L_c	24
b1725	glu__L_c	17
b1725	asn__L_c	6
b1725	his__L_c	10
b1725	val__L_c	11
b1725	ile__L_c	12
b1725	cys__L_c	4
b1725	tyr__L_c	9
b1725	phe__L_c	13
b1725	asp__L_c	19
b1725	arg__L_c	17
b1725	trp__L_c	9
b1725	gly_c	20
b1725	leu__L_c	38
b1725	met__L_c	3
b1725	thr__L_c	9
b1725	ala__L_c	26
b3849	lys__L_c	12
b3849	ser__L_c	29
b3849	pro__L_c	18
b3849	gln__L_c	8
b3849	glu__L_c	13
b3849	asn__L_c	15
b3849	his__L_c	7
b3849	val__L_c	37
b3849	ile__L_c	40
b3849	cys__L_c	5
b3849	tyr__L_c	10
b3849	phe__L_c	41
b3849	asp__L_c	13
b3849	arg__L_c	21
b3849	trp__L_c	12
b3849	gly_c	44
b3849	leu__L_c	65
b3849	met__L_c	15
b3849	thr__L_c	33
b3849	ala__L_c	45
b1968	lys__L_c	23
b1968	ser__L_c	35
b1968	pro__L_c	13
b1968	gln__L_c	15
b1968	glu__L_c	27
b1968	asn__L_c	35
b1968	his__L_c	10
b1968	val__L_c	27
b1968	ile__L_c	45
b1968	cys__L_c	4
b1968	tyr__L_c	12
b1968	phe__L_c	11
b1968	asp__L_c	23
b1968	arg__L_c	27
b1968	trp__L_c	3
b1968	gly_c	19
b1968	leu__L_c	63
b1968	met__L_c	7
b1968	thr__L_c	24
b1968	ala__L_c	29
b0494	lys__L_c	8
b0494	ser__L_c	11
b0494	pro__L_c	14
b0494	gln__L_c	17
b0494	glu__L_c	7
b0494	asn__L_c	11
b0494	his__L_c	4
b0494	val__L_c	10
b0494	ile__L_c	7
b0494	cys__L_c	0
b0494	tyr__L_c	5
b0494	phe__L_c	11
b0494	asp__L_c	12
b0494	arg__L_c	11
b0494	trp__L_c	6
b0494	gly_c	10
b0494	leu__L_c	29
b0494	met__L_c	7
b0494	thr__L_c	6
b0494	ala__L_c	22
b2267	lys__L_c	5
b2267	ser__L_c	7
b2267	pro__L_c	6
b2267	gln__L_c	11
b2267	glu__L_c	12
b2267	asn__L_c	4
b2267	his__L_c	7
b2267	val__L_c	14
b2267	ile__L_c	10
b2267	cys__L_c	3
b2267	tyr__L_c	6
b2267	phe__L_c	4
b2267	asp__L_c	12
b2267	arg__L_c	6
b2267	trp__L_c	3
b2267	gly_c	10
b2267	leu__L_c	16
b2267	met__L_c	3
b2267	thr__L_c	5
b2267	ala__L_c	9
b2464	lys__L_c	22
b2464	ser__L_c	17
b2464	pro__L_c	14
b2464	gln__L_c	17
b2464	glu__L_c	27
b2464	asn__L_c	9
b2464	his__L_c	7
b2464	val__L_c	22
b2464	ile__L_c	20
b2464	cys__L_c	4
b2464	tyr__L_c	10
b2464	phe__L_c	11
b2464	asp__L_c	18
b2464	arg__L_c	18
b2464	trp__L_c	4
b2464	gly_c	16
b2464	leu__L_c	31
b2464	met__L_c	5
b2464	thr__L_c	13
b2464	ala__L_c	31
b3011	lys__L_c	20
b3011	ser__L_c	12
b3011	pro__L_c	19
b3011	gln__L_c	15
b3011	glu__L_c	23
b3011	asn__L_c	16
b3011	his__L_c	13
b3011	val__L_c	30
b3011	ile__L_c	22
b3011	cys__L_c	1
b3011	tyr__L_c	10
b3011	phe__L_c	11
b3011	asp__L_c	23
b3011	arg__L_c	16
b3011	trp__L_c	5
b3011	gly_c	34
b3011	leu__L_c	40
b3011	met__L_c	8
b3011	thr__L_c	27
b3011	ala__L_c	42
b3401	lys__L_c	7
b3401	ser__L_c	7
b3401	pro__L_c	14
b3401	gln__L_c	18
b3401	glu__L_c	26
b3401	asn__L_c	16
b3401	his__L_c	8
b3401	val__L_c	23
b3401	ile__L_c	12
b3401	cys__L_c	6
b3401	tyr__L_c	9
b3401	phe__L_c	8
b3401	asp__L_c	23
b3401	arg__L_c	12
b3401	trp__L_c	1
b3401	gly_c	19
b3401	leu__L_c	33
b3401	met__L_c	8
b3401	thr__L_c	20
b3401	ala__L_c	22
b0983	lys__L_c	19
b0983	ser__L_c	19
b0983	pro__L_c	18
b0983	gln__L_c	22
b0983	glu__L_c	14
b0983	asn__L_c	25
b0983	his__L_c	3
b0983	val__L_c	32
b0983	ile__L_c	27
b0983	cys__L_c	1
b0983	tyr__L_c	12
b0983	phe__L_c	8
b0983	asp__L_c	24
b0983	arg__L_c	16
b0983	trp__L_c	6
b0983	gly_c	25
b0983	leu__L_c	36
b0983	met__L_c	11
b0983	thr__L_c	29
b0983	ala__L_c	32
b4516	lys__L_c	4
b4516	ser__L_c	10
b4516	pro__L_c	2
b4516	gln__L_c	5
b4516	glu__L_c	0
b4516	asn__L_c	4
b4516	his__L_c	4
b4516	val__L_c	5
b4516	ile__L_c	5
b4516	cys__L_c	5
b4516	tyr__L_c	2
b4516	phe__L_c	2
b4516	asp__L_c	2
b4516	arg__L_c	8
b4516	trp__L_c	1
b4516	gly_c	9
b4516	leu__L_c	4
b4516	met__L_c	4
b4516	thr__L_c	8
b4516	ala__L_c	7
b3403	lys__L_c	34
b3403	ser__L_c	25
b3403	pro__L_c	27
b3403	gln__L_c	15
b3403	glu__L_c	30
b3403	asn__L_c	27
b3403	his__L_c	9
b3403	val__L_c	32
b3403	ile__L_c	27
b3403	cys__L_c	5
b3403	tyr__L_c	17
b3403	phe__L_c	28
b3403	asp__L_c	38
b3403	arg__L_c	23
b3403	trp__L_c	9
b3403	gly_c	47
b3403	leu__L_c	46
b3403	met__L_c	11
b3403	thr__L_c	45
b3403	ala__L_c	45
b1246	lys__L_c	13
b1246	ser__L_c	15
b1246	pro__L_c	23
b1246	gln__L_c	12
b1246	glu__L_c	25
b1246	asn__L_c	15
b1246	his__L_c	6
b1246	val__L_c	23
b1246	ile__L_c	16
b1246	cys__L_c	6
b1246	tyr__L_c	6
b1246	phe__L_c	12
b1246	asp__L_c	13
b1246	arg__L_c	20
b1246	trp__L_c	0
b1246	gly_c	22
b1246	leu__L_c	40
b1246	met__L_c	21
b1246	thr__L_c	19
b1246	ala__L_c	30
b3446	lys__L_c	5
b3446	ser__L_c	3
b3446	pro__L_c	4
b3446	gln__L_c	2
b3446	glu__L_c	8
b3446	asn__L_c	2
b3446	his__L_c	4
b3446	val__L_c	2
b3446	ile__L_c	6
b3446	cys__L_c	1
b3446	tyr__L_c	5
b3446	phe__L_c	7
b3446	asp__L_c	8
